,index,count,datetime_race,date_competition,competition,type,stroke,speed
900,"(30, 4.5)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.5
981,"(30, 4.5)",17,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.5
1238,"(30, 4.5)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.5
48,"(30, 4.6)",5,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,30,4.6
167,"(30, 4.6)",10,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.6
629,"(30, 4.6)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,30,4.6
985,"(30, 4.6)",14,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.6
1216,"(30, 4.6)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,30,4.6
56,"(30, 4.7)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,30,4.7
186,"(30, 4.7)",6,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.7
494,"(30, 4.7)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.7
245,"(30, 4.8)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,30,4.8
429,"(30, 4.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,4.9
492,"(30, 5.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,5.0
489,"(30, 6.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,30,6.4
921,"(31, 3.3)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,3.3
1166,"(31, 3.6)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,3.6
625,"(31, 3.8)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,3.8
853,"(31, 3.8)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,3.8
1117,"(31, 3.8)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,3.8
362,"(31, 3.9)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,3.9
671,"(31, 3.9)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,3.9
805,"(31, 3.9)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,3.9
989,"(31, 3.9)",14,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,3.9
229,"(31, 4.0)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.0
353,"(31, 4.0)",6,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.0
669,"(31, 4.0)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.0
820,"(31, 4.0)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.0
1074,"(31, 4.0)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.0
71,"(31, 4.1)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.1
178,"(31, 4.1)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.1
350,"(31, 4.1)",7,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.1
610,"(31, 4.1)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.1
762,"(31, 4.1)",21,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.1
1260,"(31, 4.1)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.1
1381,"(31, 4.1)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.1
63,"(31, 4.2)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.2
226,"(31, 4.2)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.2
364,"(31, 4.2)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.2
578,"(31, 4.2)",8,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.2
756,"(31, 4.2)",27,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.2
1392,"(31, 4.2)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.2
99,"(31, 4.3)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.3
215,"(31, 4.3)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.3
320,"(31, 4.3)",20,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.3
545,"(31, 4.3)",24,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.3
763,"(31, 4.3)",20,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.3
1038,"(31, 4.3)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.3
1314,"(31, 4.3)",8,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.3
52,"(31, 4.4)",4,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.4
159,"(31, 4.4)",13,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.4
331,"(31, 4.4)",14,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.4
537,"(31, 4.4)",30,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.4
769,"(31, 4.4)",15,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.4
1003,"(31, 4.4)",9,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.4
1211,"(31, 4.4)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.4
1346,"(31, 4.4)",3,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.4
9,"(31, 4.5)",16,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.5
176,"(31, 4.5)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.5
369,"(31, 4.5)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.5
586,"(31, 4.5)",6,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.5
824,"(31, 4.5)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.5
965,"(31, 4.5)",28,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.5
1279,"(31, 4.5)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.5
1384,"(31, 4.5)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.5
28,"(31, 4.6)",10,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.6
244,"(31, 4.6)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.6
367,"(31, 4.6)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,4.6
542,"(31, 4.6)",26,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.6
857,"(31, 4.6)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.6
961,"(31, 4.6)",33,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.6
25,"(31, 4.7)",10,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,31,4.7
185,"(31, 4.7)",7,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.7
573,"(31, 4.7)",9,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,31,4.7
993,"(31, 4.7)",12,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.7
163,"(31, 4.8)",11,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.8
1031,"(31, 4.8)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,31,4.8
280,"(31, 4.9)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,31,4.9
448,"(31, 5.3)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,5.3
400,"(31, 5.4)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,5.4
435,"(31, 5.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,5.6
454,"(31, 5.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,5.9
513,"(31, 6.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,31,6.2
1167,"(32, 3.2)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,3.2
1121,"(32, 3.4)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,3.4
469,"(32, 3.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,3.6
388,"(32, 3.7)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,3.7
713,"(32, 3.8)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,3.8
381,"(32, 3.9)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,3.9
593,"(32, 3.9)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,3.9
802,"(32, 3.9)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,3.9
1041,"(32, 3.9)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,3.9
84,"(32, 4.0)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.0
301,"(32, 4.0)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.0
342,"(32, 4.0)",9,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.0
594,"(32, 4.0)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.0
840,"(32, 4.0)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.0
1019,"(32, 4.0)",6,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.0
16,"(32, 4.1)",13,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.1
187,"(32, 4.1)",6,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.1
326,"(32, 4.1)",18,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.1
563,"(32, 4.1)",12,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.1
784,"(32, 4.1)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.1
1114,"(32, 4.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.1
8,"(32, 4.2)",16,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.2
211,"(32, 4.2)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.2
322,"(32, 4.2)",19,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.2
574,"(32, 4.2)",9,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.2
785,"(32, 4.2)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.2
27,"(32, 4.3)",10,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.3
223,"(32, 4.3)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.3
315,"(32, 4.3)",26,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.3
530,"(32, 4.3)",34,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.3
752,"(32, 4.3)",38,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.3
1087,"(32, 4.3)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.3
1263,"(32, 4.3)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.3
1380,"(32, 4.3)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.3
31,"(32, 4.4)",9,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.4
183,"(32, 4.4)",7,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.4
310,"(32, 4.4)",43,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.4
528,"(32, 4.4)",42,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.4
754,"(32, 4.4)",32,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.4
995,"(32, 4.4)",12,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.4
1283,"(32, 4.4)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.4
1362,"(32, 4.4)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.4
49,"(32, 4.5)",4,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.5
171,"(32, 4.5)",9,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.5
313,"(32, 4.5)",30,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.5
535,"(32, 4.5)",31,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.5
764,"(32, 4.5)",19,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.5
976,"(32, 4.5)",21,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.5
1199,"(32, 4.5)",4,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.5
10,"(32, 4.6)",15,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.6
155,"(32, 4.6)",14,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.6
321,"(32, 4.6)",20,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.6
529,"(32, 4.6)",38,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.6
799,"(32, 4.6)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.6
969,"(32, 4.6)",27,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.6
1317,"(32, 4.6)",7,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.6
3,"(32, 4.7)",32,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.7
149,"(32, 4.7)",17,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.7
351,"(32, 4.7)",7,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.7
551,"(32, 4.7)",18,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.7
841,"(32, 4.7)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.7
986,"(32, 4.7)",14,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.7
1326,"(32, 4.7)",5,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.7
5,"(32, 4.8)",22,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.8
152,"(32, 4.8)",16,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.8
560,"(32, 4.8)",13,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.8
959,"(32, 4.8)",34,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.8
1218,"(32, 4.8)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.8
1373,"(32, 4.8)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.8
62,"(32, 4.9)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,32,4.9
305,"(32, 4.9)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,32,4.9
510,"(32, 4.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,4.9
742,"(32, 4.9)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,32,4.9
1032,"(32, 4.9)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,32,4.9
451,"(32, 5.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,5.0
385,"(32, 5.1)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,5.1
488,"(32, 5.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,5.2
444,"(32, 5.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,5.4
386,"(32, 5.5)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,5.5
459,"(32, 5.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,32,5.9
502,"(33, 2.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,2.9
265,"(33, 3.0)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,3.0
478,"(33, 3.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,3.4
415,"(33, 3.8)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,3.8
865,"(33, 3.8)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,3.8
101,"(33, 3.9)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,3.9
407,"(33, 3.9)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,3.9
605,"(33, 3.9)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,3.9
874,"(33, 3.9)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,3.9
338,"(33, 4.0)",12,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.0
664,"(33, 4.0)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.0
821,"(33, 4.0)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.0
329,"(33, 4.1)",16,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.1
617,"(33, 4.1)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.1
789,"(33, 4.1)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.1
1042,"(33, 4.1)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.1
29,"(33, 4.2)",9,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.2
335,"(33, 4.2)",12,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.2
583,"(33, 4.2)",7,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.2
788,"(33, 4.2)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.2
20,"(33, 4.3)",12,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.3
208,"(33, 4.3)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.3
324,"(33, 4.3)",18,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.3
555,"(33, 4.3)",16,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.3
777,"(33, 4.3)",13,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.3
1035,"(33, 4.3)",4,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.3
18,"(33, 4.4)",12,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.4
234,"(33, 4.4)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.4
308,"(33, 4.4)",56,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.4
534,"(33, 4.4)",32,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.4
768,"(33, 4.4)",19,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.4
979,"(33, 4.4)",19,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.4
1196,"(33, 4.4)",5,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.4
1408,"(33, 4.4)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.4
17,"(33, 4.5)",12,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.5
148,"(33, 4.5)",18,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.5
319,"(33, 4.5)",20,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.5
538,"(33, 4.5)",29,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.5
758,"(33, 4.5)",25,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.5
964,"(33, 4.5)",28,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.5
1209,"(33, 4.5)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.5
1363,"(33, 4.5)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.5
42,"(33, 4.6)",6,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.6
142,"(33, 4.6)",28,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.6
327,"(33, 4.6)",18,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.6
524,"(33, 4.6)",59,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.6
760,"(33, 4.6)",23,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.6
963,"(33, 4.6)",28,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.6
1184,"(33, 4.6)",8,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.6
1306,"(33, 4.6)",13,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.6
4,"(33, 4.7)",32,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.7
146,"(33, 4.7)",22,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.7
371,"(33, 4.7)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.7
526,"(33, 4.7)",45,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.7
786,"(33, 4.7)",10,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.7
971,"(33, 4.7)",23,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.7
1181,"(33, 4.7)",9,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.7
1323,"(33, 4.7)",6,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.7
1,"(33, 4.8)",39,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.8
137,"(33, 4.8)",45,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.8
396,"(33, 4.8)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.8
552,"(33, 4.8)",17,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.8
891,"(33, 4.8)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.8
957,"(33, 4.8)",38,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.8
1191,"(33, 4.8)",6,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.8
1322,"(33, 4.8)",6,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.8
19,"(33, 4.9)",12,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,33,4.9
153,"(33, 4.9)",16,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,4.9
394,"(33, 4.9)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,4.9
599,"(33, 4.9)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,4.9
1007,"(33, 4.9)",9,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.9
1257,"(33, 4.9)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,33,4.9
300,"(33, 5.0)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,33,5.0
354,"(33, 5.0)",6,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.0
703,"(33, 5.0)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,33,5.0
1070,"(33, 5.0)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,5.0
1143,"(33, 5.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,33,5.1
375,"(33, 5.2)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.2
382,"(33, 5.4)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.4
401,"(33, 5.5)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.5
410,"(33, 5.6)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.6
405,"(33, 5.7)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.7
411,"(33, 5.8)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,5.8
493,"(33, 7.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,33,7.1
104,"(34, 1.1)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,1.1
438,"(34, 2.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,2.8
484,"(34, 2.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,2.9
455,"(34, 3.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,3.6
516,"(34, 3.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,3.8
650,"(34, 3.9)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,3.9
699,"(34, 4.0)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.0
892,"(34, 4.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.0
343,"(34, 4.1)",9,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.1
668,"(34, 4.1)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.1
812,"(34, 4.1)",6,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.1
